nazwa_produktu,producent,jednostka_ceny,waga,średnica,dlugość,szerokość,wysokość,grubość,typ_pakowania,jednostka_zakupu,typ_jednostki_zakupu
UA 75,RIGIPS,M,2.25,,3500,,,,,24,szt
UA 75,RIGIPS,M,2.25,,4000,,,,,24,szt
UA 75,RIGIPS,M,2.25,,4500,,,,,24,szt
UA 75,RIGIPS,M,2.25,,5000,,,,,24,szt
UA 75,RIGIPS,M,2.25,,5500,,,,,24,szt
UA 75,RIGIPS,M,2.25,,6000,,,,,24,szt
UA 75,RIGIPS,M,2.25,,3000,,,,,24,szt
UA 75,RIGIPS,M,2.25,,4000,,,,,24,szt
UA 75,RIGIPS,M,2.25,,3000,,,,,24,szt
UA 75,RIGIPS,M,2.25,,4000,,,,,24,szt
UA 100,RIGIPS,M,2.6,,3000,,,,,24,szt
UA 100,RIGIPS,M,2.6,,3500,,,,,24,szt
UA 100,RIGIPS,M,2.6,,4000,,,,,24,szt
UA 100,RIGIPS,M,2.6,,4500,,,,,24,szt
UA 100,RIGIPS,M,2.6,,5000,,,,,24,szt
UA 100,RIGIPS,M,2.6,,5500,,,,,24,szt
UA 100,RIGIPS,M,2.6,,6000,,,,,24,szt
UA 100,RIGIPS,M,2.6,,3000,,,,,24,szt
UA 100,RIGIPS,M,2.6,,3500,,,,,24,szt
UA 100,RIGIPS,M,2.6,,4000,,,,,24,szt
UA 100,RIGIPS,M,2.6,,4500,,,,,24,szt
UA 100,RIGIPS,M,2.6,,5000,,,,,24,szt
UA 100,RIGIPS,M,2.6,,5500,,,,,24,szt
UA 100,RIGIPS,M,2.6,,6000,,,,,24,szt
UA 100,RIGIPS,M,2.6,,3000,,,,,24,szt
UA 100,RIGIPS,M,2.6,,4000,,,,,24,szt
UA 100,RIGIPS,M,2.6,,3000,,,,,24,szt
UA 100,RIGIPS,M,2.6,,4000,,,,,24,szt
Profil CD 60 specjalny C5M,RIGIPS,M,0.52,,4000,,,,,48,szt
Profil CD 60 specjalny C5M,RIGIPS,M,0.52,,4000,,,,,48,szt
Profil specjalny UD 30 C5M,RIGIPS,M,0.35,,4000,,,,,48,szt
Profil specjalny UD 30 C5M,RIGIPS,M,0.35,,4000,,,,,48,szt
Profil UW 50 nadcięty (do Riflex),RIGIPS,M,0.55,,4000,,,,,192,szt
Profil UW 50 nadcięty (do Riflex),RIGIPS,M,0.55,,4000,,,,,192,szt
Profil kapeluszowy,RIGIPS,M,0.5,,4000,,,,,200,szt
Profil kapeluszowy,RIGIPS,M,0.5,,4000,,,,,200,szt
Kątownik ściany szybu,RIGIPS,M,0.47,,2000,,,,,1,paczka
Kątownik ściany szybu,RIGIPS,M,0.63,,2000,,,,,1,paczka
Kątownik specjalny do sufitów przęsłowych,RIGIPS,M,2.03,,2000,,,,,1,paczka
Profil specjalny UW,RIGIPS,M,1.65,,2000,50,80,,,1,paczka
Profil specjalny UW,RIGIPS,M,1.84,,2000,75,80,,,1,paczka
Profil specjalny UW,RIGIPS,M,2.16,,2000,75,100,,,1,paczka
Profil specjalny UW,RIGIPS,M,2.04,,2000,100,80,,,1,paczka
Profil specjalny UW,RIGIPS,M,2.36,,2000,100,100,,,1,paczka
Profil specjalny UW,RIGIPS,M,2.67,,2000,100,120,,,1,paczka
Profil specjalny UW,RIGIPS,M,2.98,,2000,100,140,,,1,paczka
Profil specjalny UW,RIGIPS,M,3.61,,2000,100,180,,,1,paczka
Profil CD 60 gięty KONKAV,RIGIPS,M,0.52,,4000,,,,,1,paczka
Profil CD 60 gięty KONKAV,RIGIPS,M,0.52,,4000,,,,,1,paczka
Profil nośny T24,RIGIPS,M,0.35,,3600,,,,,1,paczka
Profil nośny T24,RIGIPS,M,0.35,,3600,,,,,1,paczka
Profil nośny T24,RIGIPS,M,0.35,,3600,,,,,1,paczka
Profil poprzeczny T24/32,RIGIPS,M,0.3,,1200,,,,,1,paczka
Profil poprzeczny T24/32,RIGIPS,M,0.3,,600,,,,,1,paczka
Profil poprzeczny T24/38,RIGIPS,M,0.3,,1200,,,,,1,paczka
Profil poprzeczny T24/38,RIGIPS,M,0.3,,600,,,,,1,paczka
Profil poprzeczny T24/38,RIGIPS,M,0.3,,1200,,,,,1,paczka
Profil poprzeczny T24/38,RIGIPS,M,0.3,,600,,,,,1,paczka
Profil poprzeczny T24/38,RIGIPS,M,0.3,,1200,,,,,1,paczka
Profil poprzeczny T24/38,RIGIPS,M,0.3,,600,,,,,1,paczka
Profil nośny T24 antykorozyjny ,RIGIPS,M,0.5,,3600,,,,,1,paczka
Profil poprzeczny T24/38 antykorozyjny,RIGIPS,M,0.45,,1200,,,,,1,paczka
Profil kątowy,RIGIPS,M,0.2,,3000,,,,,1,paczka
Profil kątowy,RIGIPS,M,0.2,,3000,,,,,1,paczka
Profil nośny T15,RIGIPS,M,0.35,,3000,,,,,1,paczka
Profil nośny T15,RIGIPS,M,0.3,,1200,,,,,1,paczka
Profil nośny T15,RIGIPS,M,0.3,,600,,,,,1,paczka
Łącznik krzyżowy do profili CD 60 - konstr. 2-poz.,RIGIPS,szt,0.05,,,,,,,1,paczka
Łącznik krzyżowy płaski do profili CD 60 - konstr. 2-poz.,RIGIPS,szt,0.06,,,,,,,1,paczka
Łącznik poprzeczny do profili CD 60 - konstr. 1-poz.,RIGIPS,szt,0.06,,,,,,,1,paczka
Łącznik wzdłużny do profili CD 60,RIGIPS,szt,0.06,,,,,,,1,paczka
Wieszak bezpośredni „Klick-Fix” do profili CD 60,RIGIPS,szt,0.03,,,,,,,1,paczka
Wieszak obrotowy z elementem rozprężnym do profili CD 60,RIGIPS,szt,0.05,,,,,,,1,paczka
Pręt wieszakowy,RIGIPS,szt,0.01,,125,,,,,1,paczka
Pręt wieszakowy,RIGIPS,szt,0.03,,250,,,,,1,paczka
Pręt wieszakowy,RIGIPS,szt,0.05,,500,,,,,1,paczka
Pręt wieszakowy,RIGIPS,szt,0.08,,750,,,,,1,paczka
Pręt wieszakowy,RIGIPS,szt,0.1,,1000,,,,,1,paczka
Pręt wieszakowy,RIGIPS,szt,0.13,,1250,,,,,1,paczka
Pręt wieszakowy,RIGIPS,szt,0.15,,1500,,,,,1,paczka
Pręt wieszakowy,RIGIPS,szt,0.18,,1750,,,,,1,paczka
Pręt wieszakowy,RIGIPS,szt,0.2,,2000,,,,,1,paczka
Uchwyt do profili CD 60,RIGIPS,szt,0.04,,75,,,,,1,paczka
Uchwyt do profili CD 60,RIGIPS,szt,0.06,,125,,,,,1,paczka
Uchwyt prosty do profili CD 60,RIGIPS,szt,0.05,,75,,,,,1,paczka
Uchwyt prosty do profili CD 60,RIGIPS,szt,0.06,,125,,,,,1,paczka
Uchwyt prosty do profili CD 60,RIGIPS,szt,0.1,,200,,,,,1,paczka
Uchwyt prosty do profili CD 60,RIGIPS,szt,0.12,,250,,,,,1,paczka
Uchwyt prosty do profili CD 60,RIGIPS,szt,0.15,,300,,,,,1,paczka
Uchwyt elastyczny do profili CD 60,RIGIPS,szt,0.04,,30,,,,,1,paczka
Uchwyt elastyczny do profili CD 60,RIGIPS,szt,0.04,,45,,,,,1,paczka
Uchwyt elastyczny do profili CD 60,RIGIPS,szt,0.05,,60,,,,,1,paczka
Uchwyt elastyczny do profili CD 60,RIGIPS,szt,0.07,,90,,,,,1,paczka
Wieszak do poddaszy,RIGIPS,szt,0.05,,180,,,,,1,paczka
Wieszak do poddaszy,RIGIPS,szt,0.07,,250,,,,,1,paczka
Wieszak do sufitów,RIGIPS,szt,0.09,,300,,,,,1,paczka
Wieszak do sufitów,RIGIPS,szt,0.1,,350,,,,,1,paczka
Wieszak do sufitów,RIGIPS,szt,0.11,,400,,,,,1,paczka
Wieszak do sufitów,RIGIPS,szt,0.16,,500,,,,,1,paczka
Klips do belek stalowych ,RIGIPS,szt,0.04,,,,,,,1,paczka
Wieszak do profili C RIGISTIL,RIGIPS,szt,0.04,,170,,,,,1,paczka
Wieszak do profili C RIGISTIL,RIGIPS,szt,0.06,,300,,,,,1,paczka
Wieszak kotwowy RIGISTIL do profili C Rigistil,RIGIPS,szt,0.04,,,,,,,1,paczka
Wieszak kotwowy RIGISTIL z noniuszem do profili C Rigistil,RIGIPS,szt,0.05,,,,,,,1,paczka
Uchwyt bezpośredni GL 9 do profili C RIGISTIL,RIGIPS,szt,0.06,,125,,,,,1,paczka
Uchwyt bezpośredni GL 9 do profili C RIGISTIL,RIGIPS,szt,0.04,,75,,,,,1,paczka
Łącznik krzyżowy RIGISTIL,RIGIPS,szt,0.03,,,,,,,1,paczka
Łącznik wzdłużny GL 3 do profili C RIGISTIL,RIGIPS,szt,0.03,,,,,,,1,paczka
Kątownik mocujący do profili ościeżnicowych,RIGIPS,szt,0.1,,,,,,,1,paczka
Kątownik mocujący do profili ościeżnicowych,RIGIPS,szt,0.2,,,,,,,1,paczka
Kątownik mocujący do profili ościeżnicowych UA 75 ,RIGIPS,szt,0.17,,,,,,,1,paczka
Kątownik mocujący do profili ościeżnicowych UA 100 ,RIGIPS,szt,0.26,,,,,,,1,paczka
Śruba M8 do profila UA z podkładką i nakrętką ,RIGIPS,szt,0.02,,,,,,,1,paczka
Kątownik mocujący do profili ościeżnicowych UA 75 do stropów z ugięciem do 6 cm ,RIGIPS,szt,0.31,,,,,,,1,paczka
Kątownik mocujący do profili ościeżnicowych UA 100 do stropów z ugięciem do 6 cm ,RIGIPS,szt,0.43,,,,,,,1,paczka
Katownik mocujący do sufitów przęsłowych,RIGIPS,szt,0.25,,,,,,,1,paczka
Katownik mocujący do sufitów przęsłowych do belek stalowych,RIGIPS,szt,0.15,,,,,,,1,paczka
Śruba mocująca M5x16,RIGIPS,szt,0.02,,,,,,,1,paczka
Łącznik krzyżowy do profili UA 50/ CD 60,RIGIPS,szt,0.07,,,,,1,,1,paczka
Wieszak noniuszowy dolny do profila UA50,RIGIPS,szt,0.05,,,15,,,,1,paczka
Łącznik akustyczny GAB3 ,RIGIPS,szt,0.2,,,,,,,1,paczka
Uchwyt ES 60/125 akustyczny ,RIGIPS,szt,0.08,,,,,,,1,paczka
Wieszak akustyczny 70,RIGIPS,szt,0.05,,,,,,,1,paczka
Łącznik akustyczny do ścian 2xCW,RIGIPS,szt,0.16,,105,,,,,1,paczka
Łącznik krzyżowy Hydroprofil do profila CD 60 – konstr. 2-poz.,RIGIPS,szt,0.05,,,,,,,1,paczka
Łącznik poprzeczny Hydroprofil do profili CD 60 - konst. 1-poz.,RIGIPS,szt,0.05,,,,,,,1,paczka
Łącznik wzdłużny Hydroprofil do profili CD 60,RIGIPS,szt,0.06,,,,,,,1,paczka
Uchwyt prosty ES 60/75 Hydroprofil do profili CD 60,RIGIPS,szt,0.05,,75,,,,,1,paczka
Uchwyt prosty ES 60/125 Hydroprofil do profili CD 60,RIGIPS,szt,0.06,,125,,,,,1,paczka
Wieszak obrotowy noniusz Hydroprofil do profili CD 60,RIGIPS,szt,0.06,,,15,,,,1,paczka
Część górna wieszaka noniuszowego Hydroprofil,RIGIPS,szt,0.05,,290,,,,,1,paczka
Część górna wieszaka noniuszowego Hydroprofil,RIGIPS,szt,0.09,,490,12,,,,1,paczka
Łącznik noniuszowy Hydroprofil,RIGIPS,szt,0.02,,90,12,,,,1,paczka
Przedłużka noniusza Hydroprofil,RIGIPS,szt,0.6,,3000,15,,,,1,paczka
Klamra zabezpieczająca do noniusza Hydroprofil (zawleczka) ,RIGIPS,szt,0.01,,,,,,,1,paczka
Łącznik krzyżowy C5M do profila CD 60 specjalnego C5M konstr. 2-poz,RIGIPS,szt,0.05,,,,,,,1,paczka
Łącznik wzdłużny C5M do profila CD 60 specjalnego C5M,RIGIPS,szt,0.06,,,,,,,1,paczka
Uchwyt do profili CD 60 specjalnych C5M,RIGIPS,szt,0.04,,65,,,,,1,paczka
Uchwyt do profili CD 60 specjalnych C5M,RIGIPS,szt,0.12,,125,,,,,1,paczka
Wieszak kotwowy noniusz C5M do profili CD60 specjalnych C5M,RIGIPS,szt,0.05,,,15,,,,1,paczka
Część górna wieszaka noniuszowego C5M,RIGIPS,szt,0.05,,290,12,,,,1,paczka
Część górna wieszaka noniuszowego C5M,RIGIPS,szt,0.09,,490,12,,,,1,paczka
Część górna wieszaka noniuszowego C5M,RIGIPS,szt,0.17,,990,12,,,,1,paczka
Część górna wieszaka noniuszowego C5M,RIGIPS,szt,0.25,,1490,12,,,,1,paczka
Klamra zabezpieczająca do noniusza C5M (zawleczka ze stali nierdzewnej),RIGIPS,szt,0.01,,,,,,,1,paczka
Wieszak antykorozyjny z noniuszem do profili nośnych Quick-Lock ,RIGIPS,szt,0.05,,,,,,,1,paczka
Wieszak antykorozyjny z noniuszem do profili nośnych Quick-Lock ,RIGIPS,szt,0.05,,,,,,,1,paczka
Wieszak z elementem rozprężnym do profili nośnych QUICK-LOCK®,RIGIPS,szt,0.04,,110,,,,,1,paczka
Wieszak z noniuszem do profili nośnych QUICK-LOCK®,RIGIPS,szt,0.04,,,15,,,,1,paczka
Sprężyna wieszakowa podwójna ,RIGIPS,szt,0.01,,,,,,,1,paczka
Wieszak bezpośredni ,RIGIPS,szt,0.3,,,,,,,1,paczka
Wieszak bezpośredni ,RIGIPS,szt,0.3,,,,,,,1,paczka
Wieszak bezpośredni ,RIGIPS,szt,0.3,,,,,,,1,paczka
Wieszak bezpośredni ,RIGIPS,szt,0.3,,,,,,,1,paczka
Sprężyna przyścienna ,RIGIPS,szt,0.01,,,,,,,1,paczka
Sprężynka dociskowa do płyt sufitowych ,RIGIPS,szt,0.01,,,,,,,1,paczka
Łącznik poprzeczny CROSS-LOCK GS ,RIGIPS,szt,0.03,,,,,,,1,paczka
Nakładka łącznik poprzeczny do profili T ,RIGIPS,szt,0.02,,,,,,,1,paczka
Pręt wieszakowy z hakiem,RIGIPS,szt,0.01,,125,,,,,1,paczka
Pręt wieszakowy z hakiem,RIGIPS,szt,0.03,,250,,,,,1,paczka
Pręt wieszakowy z hakiem,RIGIPS,szt,0.05,,500,,,,,1,paczka
Nakładka maskująca kątownik ,RIGIPS,szt,0.01,,,,,,,1,paczka
Nakładka maskująca kątownik ,RIGIPS,szt,0.01,,,,,,,1,paczka
Wkręty TN,RIGIPS,paczka,1.43,3.5,25,,,,,12,paczka
Wkręty TN,RIGIPS,paczka,1.72,3.5,25,,,,,10,paczka
Wkręty TN,RIGIPS,paczka,1.86,3.5,35,,,,,12,paczka
Wkręty TN,RIGIPS,paczka,2.23,3.5,35,,,,,10,paczka
Wkręty TN,RIGIPS,paczka,1.17,3.5,45,,,,,12,paczka
Wkręty TN,RIGIPS,paczka,1.39,3.5,55,,,,,12,paczka
Wkręty TN,RIGIPS,paczka,1.22,3.5,70,,,,,12,paczka
Wkręty TN,RIGIPS,BST,0.31,3.5,25,,,,,1,paczka
Wkręty TN,RIGIPS,BST,0.38,3.5,35,,,,,1,paczka
Wkręty TN,RIGIPS,BST,0.25,3.5,45,,,,,1,paczka
Wkręty TD,RIGIPS,paczka,1.4,3.5,25,,,,,1,paczka
Wkręty TD,RIGIPS,paczka,1.78,3.5,35,,,,,1,paczka
Wkręty TD,RIGIPS,paczka,1.15,3.5,45,,,,,1,paczka
Wkręty TD,RIGIPS,paczka,1.35,3.5,55,,,,,1,paczka
Wkręty TD,RIGIPS,paczka,1.18,3.5,70,,,,,1,paczka
Wkręty TD,RIGIPS,BST,0.31,3.5,25,,,,,1,paczka
Wkręty TD,RIGIPS,BST,0.38,3.5,35,,,,,1,paczka
Wkręty TD,RIGIPS,BST,0.13,3.5,45,,,,,1,paczka
Wkręty TD,RIGIPS,BST,0.28,3.5,55,,,,,1,paczka
Wkręty TB  ,RIGIPS,paczka,1.56,3.5,25,,,,,1,paczka
Wkręty TB  ,RIGIPS,paczka,2.02,3.5,35,,,,,1,paczka
Wkręty TB  ,RIGIPS,paczka,1.28,3.5,45,,,,,1,paczka
Wkręty TB  ,RIGIPS,paczka,0.7,3.5,55,,,,,1,paczka
Wkręty TB  ,RIGIPS,BST,0.17,3.5,25,,,,,1,paczka
Wkręty TB  ,RIGIPS,BST,0.22,3.5,35,,,,,1,paczka
Wkręty GLASROC F (Ridurit) ,RIGIPS,paczka,2.6,3.5,40,,,,,1,paczka
Wkręty GLASROC F (Ridurit) ,RIGIPS,paczka,3.1,3.5,50,,,,,1,paczka
Wkręty GLASROC F (Ridurit) ,RIGIPS,paczka,3.2,3.5,58,,,,,1,paczka
Wkręty GLASROC F (Ridurit) ,RIGIPS,paczka,2.34,3.5,70,,,,,1,paczka
Wkręty Rigidur,RIGIPS,paczka,1.8,3.9,19,,,,,1,paczka
Wkręty Rigidur,RIGIPS,paczka,1.9,3.9,22,,,,,1,paczka
Wkręty Rigidur,RIGIPS,paczka,2,3.5,30,,,,,1,paczka
Wkręty Rigidur,RIGIPS,paczka,2.15,3.5,40,,,,,1,paczka
Wkręty Rigidur,RIGIPS,paczka,2.3,3.5,50,,,,,1,paczka
Wkręty „Pchełki”,RIGIPS,paczka,1.3,3.9,11,,,,,1,paczka
Wkręty „Pchełki”,RIGIPS,paczka,1.3,3.5,10,,,,,1,paczka
Wkręty „Pchełki”,RIGIPS,BST,0.13,3.9,11,,,,,1,paczka
Wkręty „płyta – płyta”,RIGIPS,paczka,2,5.5,38,,,,,1,paczka
Wkręty Aquaroc Interior HB ,RIGIPS,paczka,1,3.5,25,,,,,1,paczka
Wkręty Aquaroc Interior HB ,RIGIPS,paczka,2,3.5,41,,,,,1,paczka
Wkręty HartFix ,RIGIPS,paczka,1.8,3.9,25,,,,,1,paczka
Wkręty HartFix ,RIGIPS,paczka,2.2,3.9,35,,,,,1,paczka
Wkręty Habito,RIGIPS,paczka,1.9,4.2,41,,,,,1,paczka
Wkręty RIGITONE,RIGIPS,paczka,0.8,3.5,30,,,,,1,paczka
Kołek wbijany z kapturkiem ,RIGIPS,paczka,0.92,6,40,,,,,1,paczka
Kołek wbijany z kapturkiem ,RIGIPS,paczka,0.62,6,60,,,,,1,paczka
Kołek wbijany z kapturkiem ,RIGIPS,BST,0.15,6,40,,,,,1,paczka
Kołek wbijany z kapturkiem ,RIGIPS,BST,0.17,6,60,,,,,1,paczka
Kołek wbijany  ,RIGIPS,paczka,0.7,6,80,,,,,1,paczka
Kołek wbijany  ,RIGIPS,paczka,0.75,8,60,,,,,1,paczka
Kołek wbijany  ,RIGIPS,paczka,0.79,8,80,,,,,1,paczka
Kołek wbijany  ,RIGIPS,paczka,0.85,8,100,,,,,1,paczka
Dybel sufitowy stalowy,RIGIPS,paczka,1.2,6,40,,,,,1,paczka
Dybel sufitowy stalowy,RIGIPS,paczka,1.66,6,65,,,,,1,paczka
Dybel sufitowy stalowy,RIGIPS,BST,0.15,6,40,,,,,1,paczka
Taśma uszczelniająca piankowa RIGIPS,RIGIPS,szt,0.18,,30000,30,,3,,1,paczka
Taśma uszczelniająca piankowa RIGIPS,RIGIPS,szt,0.22,,30000,50,,3,,1,paczka
Taśma uszczelniająca piankowa RIGIPS,RIGIPS,szt,0.33,,30000,70,,3,,1,paczka
Taśma uszczelniająca piankowa RIGIPS,RIGIPS,szt,0.41,,30000,95,,3,,1,paczka
FibaTape – siatka spoinowa samoprzylepna RIGIPS,RIGIPS,szt,0.06,,20000,48,,,,1,paczka
FibaTape – siatka spoinowa samoprzylepna RIGIPS,RIGIPS,szt,0.28,,90000,48,,,,1,paczka
FibaTape – siatka reperacyjna RIGIPS,RIGIPS,szt,0.2,,20000,150,,,,1,paczka
Taśma spoinowa szklana RIGIPS,RIGIPS,szt,0.04,,25000,50,,,,1,paczka
Taśma spoinowa szklana RIGIPS,RIGIPS,szt,0.08,,50000,50,,,,1,paczka
Taśma spoinowa papierowa RIGIPS,RIGIPS,szt,0.7,,75000,50,,,,1,paczka
Taśma samoprzylepna RIGIPS do spoin ślizgowych,RIGIPS,szt,0.4,,60000,50,,,,1,paczka
Taśma spoinowa Aquaroc (odporna na związki alkaliczne) ,RIGIPS,szt,0.06,,20000,48,,,,1,paczka
FibaTape – siatka spoinowa samoprzylepna RIGIPS Mold-X(Hydro) do płyt Glasroc H Ocean,RIGIPS,szt,0.31,,90000,48,,,,1,paczka
Specjalna taśma narożnikowa NO-COAT® z rdzeniem z kopolimeru,RIGIPS,szt,1.82,,30000,83,,,,1,paczka
Specjalna taśma narożnikowa AquaBead® z rdzeniem z kopolimeru,RIGIPS,szt,2,,25000,83,,,,1,paczka
Taśma dwustronna samoprzylepna RIGIPS do klejenia paroizolacji do profili ULTRASTIL®,RIGIPS,szt,0.2,,25000,50,,,,1,paczka
Profil Decoline 100,RIGIPS,szt,2.2,,3000,,,,,1,paczka
Narożnik aluminiowy ,RIGIPS,szt,0.1,,2500,23,23,0.35,,1,paczka
Narożnik aluminiowy ,RIGIPS,szt,0.12,,3000,23,23,0.35,,1,paczka
Narożnik aluminiowy ,RIGIPS,szt,0.13,,2500,30,30,0.4,,1,paczka
Narożnik aluminiowy ,RIGIPS,szt,0.15,,3000,30,30,0.4,,1,paczka
Półnarożnik aluminiowy,RIGIPS,szt,0.08,,2500,22,13,,,1,paczka
Półnarożnik aluminiowy,RIGIPS,szt,0.1,,3000,22,13,,,1,paczka
Narożnik aluminiowy z siatką,RIGIPS,szt,0.15,,2500,72,72,,,1,paczka
Narożnik aluminiowy z siatką,RIGIPS,szt,0.18,,3000,72,72,,,1,paczka
Profil krawędziowy PCV do płyty,RIGIPS,szt,0.2,,2500,,,,,1,paczka
Profil krawędziowy PCV do płyty,RIGIPS,szt,0.24,,3000,,,,,1,paczka
Spray zabezpieczający C3/C5M,RIGIPS,szt,0.5,,,,,,,,
Drzwiczki rewizyjn GKBI Ściana/Sufit,RIGIPS,szt,1.2,,,200,200,,,,
Drzwiczki rewizyjn GKBI Ściana/Sufit,RIGIPS,szt,1.3,,,300,300,,,,
Drzwiczki rewizyjn GKBI Ściana/Sufit,RIGIPS,szt,1.4,,,400,400,,,,
Drzwiczki rewizyjn GKBI Ściana/Sufit,RIGIPS,szt,1.5,,,500,500,,,,
Drzwiczki rewizyjn GKBI Ściana/Sufit,RIGIPS,szt,2,,,600,600,,,,
Drzwiczki rewizyjne GKBI RAL 9003 Ściana/Sufit,RIGIPS,szt,1.2,,,200,200,,,,
Drzwiczki rewizyjne GKBI RAL 9003 Ściana/Sufit,RIGIPS,szt,1.3,,,300,300,,,,
Drzwiczki rewizyjne GKBI RAL 9003 Ściana/Sufit,RIGIPS,szt,1.4,,,400,400,,,,
Drzwiczki rewizyjne GKBI RAL 9003 Ściana/Sufit,RIGIPS,szt,1.5,,,500,500,,,,
Drzwiczki rewizyjne GKBI RAL 9003 Ściana/Sufit,RIGIPS,szt,2,,,600,600,,,,
Drzwiczki rewizyjne GKBI Ściana/Sufit,RIGIPS,szt,1.2,,,200,200,,,,
Drzwiczki rewizyjne GKBI Ściana/Sufit,RIGIPS,szt,1.3,,,300,300,,,,
Drzwiczki rewizyjne GKBI Ściana/Sufit,RIGIPS,szt,1.4,,,400,400,,,,
Drzwiczki rewizyjne GKBI Ściana/Sufit,RIGIPS,szt,1.5,,,500,500,,,,
Drzwiczki rewizyjne GKBI Ściana/Sufit,RIGIPS,szt,2,,,600,600,,,,
NO-COAT Dozownik masy Double Barrel Hopper ,RIGIPS,szt,1,,,,,,,,
Rolka do narożników wewnętrznych ,RIGIPS,szt,1,,,,,,,,
Rolka do narożników zewnętrznych ,RIGIPS,szt,1,,,,,,,,
Rolka do narożników jednostronna ,RIGIPS,szt,1,,,,,,,,
Drewniany uchwyt do rolek,RIGIPS,szt,1,,1500,,,,,,
Ostrze do BLADE RUNNER 6 szt./pak ,RIGIPS,paczka,0.15,,,,,,,,
RIGITONE zestaw do spoinowania Vario,RIGIPS,szt,3,,,,,,,,
RIGITONE pistolet do masy gotowej RIGITONE Mix,RIGIPS,szt,1,,,,,,,,
Dysza do spoinowania płyt RIGITONE masą Vario lub RIGITONE Mix,RIGIPS,szt,0.1,,,,,,,,
Adapter do pistoletu do dyszy RIGITONE,RIGIPS,szt,0.1,,,,,,,,
RIGITONE ustawiacze do płyt 8/18 ,RIGIPS,KRT,0.2,,,,,,,,
RIGITONE ustawiacze do płyt 8-15-20 ,RIGIPS,KRT,0.2,,,,,,,,
RIGITONE ustawiacze do płyt 12/25 ,RIGIPS,KRT,0.2,,,,,,,,
Klapa rewizyjna p.poż EI30,RIGIPS,szt,13,,,200,200,,,,
Klapa rewizyjna p.poż EI30,RIGIPS,szt,15,,,250,250,,,,
Klapa rewizyjna p.poż EI30,RIGIPS,szt,16,,,250,300,,,,
Klapa rewizyjna p.poż EI30,RIGIPS,szt,18,,,300,300,,,,
Klapa rewizyjna p.poż EI30,RIGIPS,szt,20,,,350,450,,,,
Klapa rewizyjna p.poż EI30,RIGIPS,szt,20,,,400,400,,,,
Klapa rewizyjna p.poż EI30,RIGIPS,szt,25,,,500,500,,,,
Klapa rewizyjna p.poż EI30,RIGIPS,szt,30,,,600,600,,,,
Klapa rewizyjna p.poż EI30,RIGIPS,szt,40,,,600,800,,,,
Klapa rewizyjna p.poż EI30,RIGIPS,szt,50,,,800,800,,,,
Klapa rewizyjna p.poż EI60,RIGIPS,szt,13.5,,,200,200,,,,
Klapa rewizyjna p.poż EI60,RIGIPS,szt,15.5,,,250,250,,,,
Klapa rewizyjna p.poż EI60,RIGIPS,szt,16.5,,,250,300,,,,
Klapa rewizyjna p.poż EI60,RIGIPS,szt,18.5,,,300,300,,,,
Klapa rewizyjna p.poż EI60,RIGIPS,szt,20.5,,,350,450,,,,
Klapa rewizyjna p.poż EI60,RIGIPS,szt,20.5,,,400,400,,,,
Klapa rewizyjna p.poż EI60,RIGIPS,szt,25.5,,,500,500,,,,
Klapa rewizyjna p.poż EI60,RIGIPS,szt,30.5,,,600,600,,,,
Klapa rewizyjna p.poż EI60,RIGIPS,szt,40.5,,,600,800,,,,
Klapa rewizyjna p.poż EI60,RIGIPS,szt,50.5,,,800,800,,,,
Klapa rewizyjna p.poż EI120,RIGIPS,szt,14,,,200,200,,,,
Klapa rewizyjna p.poż EI120,RIGIPS,szt,16,,,250,250,,,,
Klapa rewizyjna p.poż EI120,RIGIPS,szt,17,,,250,300,,,,
Klapa rewizyjna p.poż EI120,RIGIPS,szt,19,,,300,300,,,,
Klapa rewizyjna p.poż EI120,RIGIPS,szt,21,,,250,450,,,,
Klapa rewizyjna p.poż EI120,RIGIPS,szt,21,,,400,400,,,,
Klapa rewizyjna p.poż EI120,RIGIPS,szt,26,,,500,500,,,,
Klapa rewizyjna p.poż EI120,RIGIPS,szt,31,,,600,600,,,,
Klapa rewizyjna p.poż EI120,RIGIPS,szt,41,,,600,800,,,,
Klapa rewizyjna p.poż EI120,RIGIPS,szt,51,,,800,800,,,,
Profil sufitowy CD Standard PER,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,M,,,,,,0.5,,,
Profil sufitowy przyścienny UD Standard PER,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,M,,,,,,0.5,,,
Profil ścienny ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,M,,,,,,0.5,,,
Profil ścienny ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,M,,,,,,0.5,,,
Profil ścienny ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,M,,,,,,0.5,,,
Profil ścienny ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,M,,,,,,0.5,,,
Profil ścienny ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,M,,,,,,0.5,,,
Profil ścienny ,BAUDISCOUNT PROFILE & TROCKENBAU ZUBEHÖR,M,,,,,,0.5,,,
